Oyun Adi,Fiyat,URL,Diller,PEGI,Platformlar
Deus Ex: Bölünmüş İnsanlık - Dijital Deluxe Sürümü,"798,75 ₺+",https://www.xbox.com/tr-TR/games/store/deus-ex-bolunmus-insanlik-dijital-deluxe-surumu/BQGPXM2H3T4H/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Undertale,"50,14 ₺",https://www.xbox.com/tr-TR/games/store/undertale/9PJGGX9XJXPB/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Century: Age of Ashes - Gaalnür's Rage Edition,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/century-age-of-ashes-gaalnurs-rage-edition/9NZ47R1HNPQ1/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Monster Hunter Rise + Sunbreak Deluxe,"2.499,00 ₺+",https://www.xbox.com/tr-TR/games/store/monster-hunter-rise-sunbreak-deluxe/9MSPCTN183CS/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Happy Wars,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/happy-wars/BV95S3CSP2DW/0001,9 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Hell Let Loose,"1.499,00 ₺+",https://www.xbox.com/tr-TR/games/store/hell-let-loose/9N44WK3WV2HJ/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
RESIDENT EVIL 2,"1.399,00 ₺+",https://www.xbox.com/tr-TR/games/store/resident-evil-2/BWMH951M3G3P/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Five Nights at Freddy's: Original Series,"88,75 ₺",https://www.xbox.com/tr-TR/games/store/five-nights-at-freddys-original-series/9PJ2DSSXZR0P/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Dreamfall Chapters,"70,00 ₺",https://www.xbox.com/tr-TR/games/store/dreamfall-chapters/BX7BC0M2NCGJ/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Saints Row 2,"29,00 ₺+",https://www.xbox.com/tr-TR/games/store/saints-row-2/BRSZV60TT078/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Lords of the Fallen (2014),"79,60 ₺+",https://www.xbox.com/tr-TR/games/store/lords-of-the-fallen-2014/C5FP8DQ3R1WF/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
TT Isle Of Man: Ride on the Edge 3,"1.100,00 ₺+",https://www.xbox.com/tr-TR/games/store/tt-isle-of-man-ride-on-the-edge-3/9PBJ36QL2N9V/0010,13 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Gears of War 4,"49,99 ₺+",https://www.xbox.com/tr-TR/games/store/gears-of-war-4/9NBLGGH4PBBM/0010,13 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Sonic Frontiers Digital Deluxe Edition,"1.099,00 ₺+",https://www.xbox.com/tr-TR/games/store/sonic-frontiers-digital-deluxe-edition/9ND82BSMPZQM/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Tormented Souls,"699,00 ₺",https://www.xbox.com/tr-TR/games/store/tormented-souls/9MWZ8JV5TSQG/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Lost Planet 3,"59,00 ₺+",https://www.xbox.com/tr-TR/games/store/lost-planet-3/BTVQW5LF9JPV/0001,13 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
